GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33
1400000US36047019900,36047019900,"Census Tract 199, Kings County, New York",3472,358,1724,287,134,123,0,11,134,123,649,180,18,39,631,180,838,184,29,58,809,181,86,60,9,15,77,60,17,20,9,14,8,14,1748,215,145,77,10,15,135,71,759,161,0,11,759,161,692,146,10,15,682,145,95,73,9,13,86,73,57,36,10,15,47,33
1400000US36047020000,36047020000,"Census Tract 200, Kings County, New York",2172,192,1037,126,130,57,0,11,130,57,201,65,0,11,201,65,538,90,0,11,538,90,90,38,15,13,75,35,78,28,32,25,46,23,1135,128,224,94,0,11,224,94,216,65,0,11,216,65,506,61,5,7,501,61,82,41,26,27,56,31,107,39,55,33,52,27
1400000US36047020100,36047020100,"Census Tract 201, Kings County, New York",3468,346,1547,194,149,72,0,11,149,72,597,122,0,11,597,122,712,108,0,11,712,108,59,54,0,11,59,54,30,41,0,11,30,41,1921,256,219,109,0,11,219,109,739,183,0,11,739,183,820,149,0,11,820,149,51,28,0,11,51,28,92,55,33,42,59,35
1400000US36047020200,36047020200,"Census Tract 202, Kings County, New York",2014,197,985,105,143,42,0,11,143,42,214,71,0,11,214,71,477,85,37,28,440,83,81,33,8,11,73,33,70,28,30,21,40,23,1029,131,159,52,0,11,159,52,225,59,0,11,225,59,451,69,9,11,442,68,90,39,37,31,53,25,104,47,10,13,94,46
1400000US36047020300,36047020300,"Census Tract 203, Kings County, New York",1603,168,683,86,94,33,0,11,94,33,238,61,0,11,238,61,295,53,13,18,282,51,52,31,11,13,41,28,4,7,0,11,4,7,920,133,51,24,0,11,51,24,453,92,6,9,447,91,323,58,23,20,300,57,47,28,7,8,40,27,46,33,21,18,25,27
1400000US36047020400,36047020400,"Census Tract 204, Kings County, New York",1938,247,828,127,126,55,0,11,126,55,167,65,0,11,167,65,414,78,38,34,376,83,93,35,4,7,89,35,28,18,10,10,18,13,1110,147,194,64,0,11,194,64,265,82,0,11,265,82,468,70,19,15,449,68,89,41,22,25,67,32,94,42,31,22,63,35
1400000US36047020500,36047020500,"Census Tract 205, Kings County, New York",2698,230,1112,170,66,35,0,11,66,35,436,114,0,11,436,114,505,128,49,61,456,105,60,65,0,11,60,65,45,51,0,11,45,51,1586,171,143,45,0,11,143,45,636,126,1,3,635,126,683,120,35,44,648,119,91,59,0,11,91,59,33,33,0,11,33,33
1400000US36047020600,36047020600,"Census Tract 206, Kings County, New York",2251,188,1138,129,205,61,0,11,205,61,207,93,0,11,207,93,533,87,31,27,502,80,123,48,5,8,118,47,70,30,0,11,70,30,1113,101,157,47,0,11,157,47,173,55,0,11,173,55,568,82,31,29,537,89,102,45,0,11,102,45,113,40,37,18,76,36
1400000US36047020700,36047020700,"Census Tract 207, Kings County, New York",4494,372,2248,297,277,89,0,11,277,89,609,159,0,11,609,159,1047,207,3,17,1044,210,214,78,44,60,170,82,101,69,0,11,101,69,2246,189,276,102,0,11,276,102,644,154,0,11,644,154,978,171,93,87,885,170,248,102,0,11,248,102,100,80,25,38,75,69
1400000US36047020800,36047020800,"Census Tract 208, Kings County, New York",3074,453,1364,235,243,84,0,11,243,84,276,105,0,11,276,105,612,122,11,17,601,119,134,80,40,35,94,70,99,68,24,27,75,63,1710,290,383,128,25,37,358,116,275,96,39,58,236,79,711,154,37,45,674,147,158,78,42,38,116,66,183,89,61,46,122,80
1400000US36047021000,36047021000,"Census Tract 210, Kings County, New York",4114,458,2024,266,342,124,0,11,342,124,412,110,0,11,412,110,981,164,7,11,974,164,207,70,68,50,139,60,82,53,0,11,82,53,2090,262,405,113,0,11,405,113,449,138,20,30,429,127,965,153,47,35,918,143,199,66,49,42,150,55,72,40,44,37,28,30
1400000US36047021100,36047021100,"Census Tract 211, Kings County, New York",1729,204,720,129,106,58,0,11,106,58,239,75,0,11,239,75,280,63,14,18,266,63,46,33,3,6,43,33,49,30,6,10,43,31,1009,136,189,61,0,11,189,61,324,82,0,11,324,82,343,69,27,24,316,69,130,52,72,39,58,36,23,20,23,20,0,11
1400000US36047021200,36047021200,"Census Tract 212, Kings County, New York",4691,587,2319,338,344,125,0,11,344,125,671,176,9,14,662,175,891,161,31,29,860,157,298,100,49,48,249,89,115,75,50,48,65,57,2372,354,404,147,0,11,404,147,605,179,12,17,593,177,949,169,30,28,919,165,243,76,32,24,211,72,171,75,99,51,72,55
1400000US36047021300,36047021300,"Census Tract 213, Kings County, New York",4031,347,1842,254,224,110,19,34,205,97,792,183,0,11,792,183,621,128,34,30,587,126,109,75,19,32,90,68,96,71,24,36,72,59,2189,288,342,122,0,11,342,122,620,153,4,8,616,153,933,151,56,47,877,156,124,62,18,20,106,62,170,81,41,34,129,71
1400000US36047021400,36047021400,"Census Tract 214, Kings County, New York",1871,248,898,154,236,97,3,8,233,97,246,76,0,11,246,76,350,69,16,19,334,68,41,21,11,17,30,17,25,23,20,22,5,9,973,140,248,89,0,11,248,89,265,87,0,11,265,87,351,75,6,8,345,75,72,36,0,11,72,36,37,29,5,9,32,27
1400000US36047021500,36047021500,"Census Tract 215, Kings County, New York",4929,450,2370,342,255,100,0,16,255,100,665,209,0,16,665,209,1116,209,166,124,950,210,260,142,54,74,206,123,74,78,2,4,72,78,2559,326,171,86,0,16,171,86,637,178,0,16,637,178,1246,266,65,56,1181,262,471,146,176,93,295,141,34,37,10,19,24,30
1400000US36047021600,36047021600,"Census Tract 216, Kings County, New York",3954,535,2103,422,679,232,0,11,679,232,614,309,0,11,614,309,690,136,24,21,666,137,73,45,9,14,64,42,47,40,32,33,15,24,1851,250,605,192,0,11,605,192,453,112,0,11,453,112,662,117,15,25,647,120,90,52,0,11,90,52,41,31,10,15,31,28
1400000US36047021700,36047021700,"Census Tract 217, Kings County, New York",3764,266,1498,198,362,115,0,11,362,115,384,130,0,11,384,130,605,127,36,39,569,118,96,61,11,17,85,56,51,40,12,20,39,43,2266,193,255,103,0,11,255,103,799,152,25,39,774,164,964,142,122,102,842,143,100,55,10,15,90,54,148,58,59,50,89,52
1400000US36047021800,36047021800,"Census Tract 218, Kings County, New York",3265,450,1499,237,464,159,0,11,464,159,498,111,0,11,498,111,337,128,18,15,319,128,150,70,14,25,136,66,50,42,33,32,17,28,1766,250,629,209,0,11,629,209,445,122,0,11,445,122,412,126,33,39,379,126,134,65,36,26,98,56,146,58,80,47,66,52
1400000US36047021900,36047021900,"Census Tract 219, Kings County, New York",3495,369,1506,231,134,66,0,11,134,66,647,171,5,12,642,170,492,123,6,12,486,122,147,69,33,38,114,57,86,54,42,33,44,44,1989,273,190,90,0,11,190,90,744,192,0,11,744,192,725,130,22,28,703,129,164,83,31,26,133,80,166,69,40,37,126,62
1400000US36047022000,36047022000,"Census Tract 220, Kings County, New York",3987,403,2086,274,682,174,0,11,682,174,608,174,0,11,608,174,498,111,0,11,498,111,161,89,20,21,141,82,137,91,64,64,73,69,1901,212,500,150,0,11,500,150,592,142,0,11,592,142,449,114,30,33,419,111,227,117,22,23,205,120,133,74,28,24,105,72
1400000US36047022100,36047022100,"Census Tract 221, Kings County, New York",4008,440,2094,375,137,85,0,11,137,85,950,292,0,11,950,292,897,239,63,89,834,202,99,61,8,17,91,58,11,18,11,18,0,11,1914,254,168,84,0,11,168,84,809,191,29,43,780,182,724,158,144,79,580,135,140,63,34,40,106,54,73,46,22,25,51,37
1400000US36047022200,36047022200,"Census Tract 222, Kings County, New York",3665,497,1813,270,587,190,0,11,587,190,485,103,27,29,458,112,477,108,38,35,439,103,169,77,29,36,140,72,95,61,54,50,41,33,1852,271,640,196,0,11,640,196,466,126,16,19,450,125,520,110,104,67,416,115,163,86,44,39,119,78,63,54,0,11,63,54
1400000US36047022400,36047022400,"Census Tract 224, Kings County, New York",4884,457,2335,272,826,203,0,16,826,203,616,134,13,19,603,132,776,132,33,38,743,126,117,64,8,12,109,63,0,16,0,16,0,16,2549,298,904,251,0,16,904,251,648,123,0,16,648,123,807,146,86,55,721,134,53,44,0,16,53,44,137,83,58,47,79,49
1400000US36047022600,36047022600,"Census Tract 226, Kings County, New York",1990,294,1085,185,236,78,0,11,236,78,371,125,0,11,371,125,409,113,20,22,389,110,52,42,5,8,47,41,17,18,7,11,10,16,905,165,287,108,0,11,287,108,256,88,19,29,237,87,308,92,19,22,289,91,38,34,0,11,38,34,16,17,6,9,10,15
1400000US36047022700,36047022700,"Census Tract 227, Kings County, New York",3501,532,1777,305,239,101,0,11,239,101,647,241,0,11,647,241,686,149,59,47,627,135,101,75,9,14,92,73,104,66,52,50,52,40,1724,325,301,106,0,11,301,106,659,223,0,11,659,223,607,111,54,55,553,100,76,48,8,14,68,46,81,44,45,36,36,33
1400000US36047022800,36047022800,"Census Tract 228, Kings County, New York",3276,357,1619,189,499,144,0,11,499,144,510,98,0,11,510,98,510,83,33,34,477,87,78,37,17,15,61,35,22,25,22,25,0,11,1657,205,468,156,0,11,468,156,577,120,0,11,577,120,475,83,26,32,449,80,66,42,18,30,48,30,71,46,56,42,15,14
1400000US36047022900,36047022900,"Census Tract 229, Kings County, New York",3650,331,1657,273,280,177,0,11,280,177,673,178,23,41,650,176,620,156,28,34,592,154,29,34,0,11,29,34,55,50,36,43,19,27,1993,205,110,72,0,11,110,72,912,200,0,11,912,200,695,153,51,47,644,142,193,102,34,50,159,107,83,52,68,53,15,24
1400000US36047023000,36047023000,"Census Tract 230, Kings County, New York",3590,546,1846,332,525,134,29,38,496,124,666,225,7,12,659,224,529,120,10,15,519,118,119,55,12,17,107,53,7,13,0,11,7,13,1744,298,622,156,0,11,622,156,536,251,0,11,536,251,440,131,90,89,350,101,146,59,12,17,134,60,0,11,0,11,0,11
1400000US36047023100,36047023100,"Census Tract 231, Kings County, New York",3257,386,1380,239,107,57,0,11,107,57,629,175,11,20,618,177,500,111,13,20,487,109,66,50,0,11,66,50,78,55,29,36,49,39,1877,269,119,57,0,11,119,57,741,216,0,11,741,216,716,99,113,70,603,96,161,60,41,34,120,54,140,59,84,54,56,29
1400000US36047023200,36047023200,"Census Tract 232, Kings County, New York",4448,680,2265,436,736,236,0,16,736,236,798,201,0,16,798,201,444,143,15,22,429,142,170,91,10,15,160,91,117,68,70,60,47,38,2183,336,791,225,0,16,791,225,522,152,0,16,522,152,539,140,23,26,516,142,185,99,42,55,143,84,146,73,88,60,58,45
1400000US36047023300,36047023300,"Census Tract 233, Kings County, New York",4734,488,1994,272,370,117,0,16,370,117,764,204,0,16,764,204,708,153,43,40,665,150,92,65,43,50,49,46,60,49,29,35,31,38,2740,308,380,150,0,16,380,150,832,208,0,16,832,208,1219,185,256,113,963,153,215,89,125,93,90,63,94,59,55,50,39,36
1400000US36047023400,36047023400,"Census Tract 234, Kings County, New York",3581,480,1686,265,493,203,0,11,493,203,564,99,0,11,564,99,381,98,79,69,302,103,126,55,7,11,119,57,122,65,65,51,57,49,1895,262,646,211,8,12,638,212,566,102,34,50,532,97,442,92,27,35,415,92,89,56,11,18,78,54,152,63,79,47,73,55
1400000US36047023500,36047023500,"Census Tract 235, Kings County, New York",3619,389,1630,243,516,167,16,26,500,168,571,164,0,11,571,164,462,107,31,31,431,103,81,61,15,23,66,57,0,11,0,11,0,11,1989,224,457,122,5,10,452,121,730,167,7,16,723,168,718,152,63,47,655,156,34,35,8,18,26,30,50,46,8,17,42,39
1400000US36047023600,36047023600,"Census Tract 236, Kings County, New York",4334,447,2260,284,671,195,10,15,661,195,846,110,0,16,846,110,418,165,125,161,293,95,133,58,29,27,104,51,192,81,132,70,60,52,2074,257,606,187,0,16,606,187,802,116,0,16,802,116,353,85,32,37,321,80,133,50,51,35,82,41,180,84,50,50,130,71
1400000US36047023800,36047023800,"Census Tract 238, Kings County, New York",3344,610,1680,410,525,256,16,19,509,256,356,91,0,11,356,91,550,163,24,28,526,164,79,50,0,11,79,50,170,76,61,50,109,64,1664,250,276,119,0,11,276,119,569,146,0,11,569,146,370,98,44,41,326,96,147,75,22,35,125,63,302,94,100,66,202,81
1400000US36047024000,36047024000,"Census Tract 240, Kings County, New York",3879,521,1780,311,589,205,2,5,587,205,508,111,4,10,504,110,494,148,71,67,423,141,131,55,24,24,107,51,58,37,12,18,46,33,2099,282,642,230,0,11,642,230,531,118,0,11,531,118,536,145,67,59,469,129,149,62,89,55,60,43,241,96,188,93,53,37
1400000US36047024100,36047024100,"Census Tract 241, Kings County, New York",2070,300,985,190,74,33,0,11,74,33,458,112,3,6,455,112,390,144,26,33,364,131,29,27,10,15,19,23,34,30,23,26,11,18,1085,164,126,91,0,11,126,91,568,119,0,11,568,119,311,88,25,23,286,88,30,22,0,11,30,22,50,37,43,35,7,12
1400000US36047024200,36047024200,"Census Tract 242, Kings County, New York",2654,313,1330,168,385,93,0,11,385,93,327,80,0,11,327,80,426,71,5,7,421,71,144,48,15,19,129,45,48,29,11,17,37,24,1324,186,430,113,5,9,425,113,246,68,6,9,240,68,480,63,11,11,469,62,90,33,15,14,75,32,78,34,34,28,44,22
1400000US36047024300,36047024300,"Census Tract 243, Kings County, New York",3794,425,1776,305,249,125,0,11,249,125,643,175,30,48,613,177,759,188,36,40,723,190,71,45,5,14,66,50,54,36,11,17,43,32,2018,276,176,114,0,11,176,114,880,244,0,11,880,244,664,159,44,44,620,155,117,73,18,26,99,58,181,68,85,54,96,57
1400000US36047024400,36047024400,"Census Tract 244, Kings County, New York",3532,264,1843,207,695,135,5,8,690,135,415,130,0,11,415,130,649,91,66,45,583,101,44,26,16,15,28,22,40,32,4,8,36,30,1689,174,564,124,0,11,564,124,432,91,0,11,432,91,544,74,43,35,501,71,52,31,10,14,42,27,97,42,63,36,34,26
1400000US36047024500,36047024500,"Census Tract 245, Kings County, New York",4227,426,2059,314,273,108,0,11,273,108,805,170,36,48,769,169,900,245,50,55,850,212,63,53,0,11,63,53,18,29,0,11,18,29,2168,237,295,122,0,11,295,122,723,154,0,11,723,154,904,134,10,16,894,133,110,72,17,20,93,69,136,73,97,58,39,32
1400000US36047024600,36047024600,"Census Tract 246, Kings County, New York",2634,309,1332,177,239,97,4,7,235,97,358,76,0,11,358,76,589,111,26,27,563,105,55,28,0,11,55,28,91,43,33,29,58,31,1302,170,218,88,0,11,218,88,340,78,0,11,340,78,556,93,21,23,535,94,100,41,68,30,32,28,88,45,23,21,65,42
1400000US36047024700,36047024700,"Census Tract 247, Kings County, New York",2237,243,1082,155,171,80,0,11,171,80,384,95,0,11,384,95,465,96,85,51,380,82,15,16,0,11,15,16,47,34,0,11,47,34,1155,189,128,92,0,11,128,92,513,135,0,11,513,135,387,66,28,19,359,64,85,46,6,10,79,46,42,32,42,32,0,11
1400000US36047024800,36047024800,"Census Tract 248, Kings County, New York",2762,204,1257,155,280,77,0,11,280,77,411,106,0,11,411,106,402,98,20,21,382,95,63,32,0,11,63,32,101,43,29,27,72,34,1505,129,292,71,0,11,292,71,489,107,0,11,489,107,505,66,35,29,470,60,110,46,21,24,89,38,109,39,65,29,44,31
1400000US36047024900,36047024900,"Census Tract 249, Kings County, New York",4454,496,2282,296,198,101,0,11,198,101,876,247,0,11,876,247,981,176,38,40,943,170,112,78,0,11,112,78,115,77,69,61,46,41,2172,348,315,120,0,11,315,120,850,224,21,31,829,224,856,150,44,38,812,148,85,62,67,53,18,28,66,63,51,58,15,23
1400000US36047025000,36047025000,"Census Tract 250, Kings County, New York",1489,184,743,137,82,46,0,11,82,46,220,83,0,11,220,83,312,72,14,16,298,73,69,43,1,4,68,42,60,32,0,11,60,32,746,88,47,27,0,11,47,27,206,59,0,11,206,59,344,89,0,11,344,89,55,32,2,4,53,32,94,42,59,36,35,22
1400000US36047025100,36047025100,"Census Tract 251, Kings County, New York",3369,417,1404,253,380,141,39,47,341,118,566,157,22,35,544,157,369,119,56,51,313,123,76,55,38,42,38,35,13,20,0,11,13,20,1965,262,171,78,0,11,171,78,682,165,22,35,660,160,738,151,198,88,540,152,179,84,79,58,100,65,195,65,48,45,147,68
1400000US36047025200,36047025200,"Census Tract 252, Kings County, New York",4933,397,2608,288,493,135,0,16,493,135,856,194,7,11,849,195,1009,162,62,48,947,167,103,60,41,51,62,42,147,73,95,70,52,31,2325,210,275,106,0,16,275,106,550,127,23,35,527,121,1083,176,58,33,1025,174,200,70,43,52,157,60,217,91,79,48,138,72
1400000US36047025300,36047025300,"Census Tract 253, Kings County, New York",2745,335,1333,207,100,39,0,11,100,39,598,180,0,11,598,180,401,105,65,55,336,90,178,85,48,50,130,70,56,43,14,21,42,37,1412,225,161,74,0,11,161,74,562,132,0,11,562,132,464,115,61,61,403,102,149,82,38,33,111,68,76,50,66,48,10,16
1400000US36047025400,36047025400,"Census Tract 254, Kings County, New York",4060,522,1863,235,181,103,0,11,181,103,488,105,0,11,488,105,890,162,51,46,839,174,198,73,11,19,187,72,106,55,25,28,81,48,2197,351,457,178,0,11,457,178,545,181,17,27,528,179,888,117,65,60,823,111,144,62,26,30,118,55,163,67,90,51,73,48
1400000US36047025500,36047025500,"Census Tract 255, Kings County, New York",5085,441,2063,339,700,225,40,42,660,221,494,177,24,38,470,159,711,145,188,98,523,123,99,52,0,16,99,52,59,54,59,54,0,16,3022,310,589,160,0,16,589,160,1005,233,29,28,976,234,1096,147,256,99,840,146,222,83,66,39,156,75,110,64,73,51,37,39
1400000US36047025600,36047025600,"Census Tract 256, Kings County, New York",3025,377,1442,235,238,112,0,11,238,112,375,134,0,11,375,134,524,105,12,18,512,110,168,52,17,19,151,50,137,60,25,29,112,60,1583,260,262,111,0,11,262,111,380,103,0,11,380,103,597,127,45,43,552,130,162,68,10,16,152,67,182,89,136,77,46,45
1400000US36047025700,36047025700,"Census Tract 257, Kings County, New York",1987,258,1089,160,227,75,0,11,227,75,512,106,25,27,487,105,316,79,20,25,296,79,28,20,9,12,19,16,6,11,6,11,0,11,898,191,112,65,5,10,107,59,378,127,6,11,372,126,318,69,39,31,279,70,38,29,5,9,33,30,52,33,13,10,39,30
1400000US36047025800,36047025800,"Census Tract 258, Kings County, New York",4322,481,2231,284,267,99,0,11,267,99,775,187,0,11,775,187,873,150,61,42,812,152,141,65,9,14,132,63,175,90,30,40,145,81,2091,254,286,111,0,11,286,111,519,138,0,11,519,138,975,172,43,29,932,171,178,78,47,38,131,68,133,73,81,52,52,47
1400000US36047025901,36047025901,"Census Tract 259.01, Kings County, New York",1959,168,1063,134,155,54,0,11,155,54,511,94,1,3,510,94,333,87,19,22,314,86,53,34,16,24,37,30,11,17,11,17,0,11,896,125,99,43,0,11,99,43,337,88,0,11,337,88,397,70,32,29,365,68,25,25,12,19,13,15,38,36,23,29,15,23
1400000US36047025902,36047025902,"Census Tract 259.02, Kings County, New York",3374,548,1399,335,597,302,17,34,580,282,327,137,24,42,303,129,338,113,31,48,307,109,84,72,48,57,36,45,53,51,31,41,22,35,1975,295,529,173,0,11,529,173,470,135,0,11,470,135,713,123,189,95,524,100,162,77,58,48,104,73,101,62,45,47,56,54
1400000US36047026000,36047026000,"Census Tract 260, Kings County, New York",3146,289,1446,191,207,104,0,11,207,104,344,118,0,11,344,118,586,99,60,43,526,102,178,74,25,22,153,73,131,57,55,38,76,41,1700,161,180,81,0,11,180,81,479,100,0,11,479,100,664,95,80,52,584,100,199,64,32,19,167,62,178,66,113,58,65,38
1400000US36047026100,36047026100,"Census Tract 261, Kings County, New York",4784,520,1947,354,265,152,15,35,250,146,847,307,20,32,827,305,704,228,0,11,704,228,98,85,0,11,98,85,33,54,0,11,33,54,2837,420,235,170,0,11,235,170,1366,381,0,11,1366,381,1037,208,85,106,952,192,130,93,71,73,59,60,69,63,0,11,69,63
1400000US36047026200,36047026200,"Census Tract 262, Kings County, New York",2414,230,1193,168,212,78,0,11,212,78,315,95,17,27,298,88,462,73,9,12,453,72,138,39,19,19,119,36,66,32,40,28,26,19,1221,136,217,62,0,11,217,62,219,60,0,11,219,60,549,61,43,31,506,60,116,37,46,24,70,31,120,41,74,40,46,26
1400000US36047026300,36047026300,"Census Tract 263, Kings County, New York",1731,219,829,153,95,74,0,11,95,74,393,115,0,11,393,115,239,70,47,31,192,69,77,50,15,24,62,44,25,26,14,23,11,13,902,142,83,43,0,11,83,43,382,121,7,10,375,120,287,71,59,36,228,68,91,51,0,11,91,51,59,39,33,25,26,30
1400000US36047026400,36047026400,"Census Tract 264, Kings County, New York",4711,409,2487,304,383,105,34,55,349,89,990,218,39,44,951,216,1008,160,64,56,944,162,40,31,19,20,21,25,66,39,11,16,55,36,2224,193,258,101,0,11,258,101,582,155,0,11,582,155,1018,140,70,56,948,136,180,78,42,51,138,66,186,72,85,47,101,55
1400000US36047026500,36047026500,"Census Tract 265, Kings County, New York",3748,385,1956,266,255,109,0,11,255,109,809,195,12,19,797,196,661,149,40,33,621,141,174,89,22,33,152,83,57,41,14,20,43,36,1792,246,215,106,0,11,215,106,549,138,0,11,549,138,765,122,77,53,688,117,167,78,33,41,134,67,96,58,23,25,73,55
1400000US36047026600,36047026600,"Census Tract 266, Kings County, New York",3199,447,1563,306,353,151,0,11,353,151,383,232,0,11,383,232,564,137,8,14,556,139,159,56,37,51,122,52,104,64,7,10,97,63,1636,249,136,78,0,11,136,78,480,129,0,11,480,129,752,138,21,23,731,140,173,73,57,45,116,62,95,50,51,44,44,35
1400000US36047026700,36047026700,"Census Tract 267, Kings County, New York",3599,407,1882,210,208,112,0,11,208,112,437,128,0,11,437,128,897,191,87,80,810,204,166,84,22,36,144,78,174,72,87,56,87,56,1717,268,185,124,0,11,185,124,600,146,0,11,600,146,674,123,10,16,664,124,144,66,29,32,115,61,114,67,47,47,67,44
1400000US36047026800,36047026800,"Census Tract 268, Kings County, New York",3538,512,1694,276,286,102,0,11,286,102,440,142,0,11,440,142,703,166,38,38,665,167,90,48,8,13,82,45,175,88,60,55,115,72,1844,290,332,100,18,23,314,99,389,118,8,12,381,119,813,151,114,66,699,140,246,80,89,46,157,83,64,39,46,35,18,18
1400000US36047026900,36047026900,"Census Tract 269, Kings County, New York",2986,375,1290,272,139,89,0,11,139,89,364,149,0,11,364,149,649,151,9,14,640,150,83,59,9,14,74,57,55,56,19,30,36,47,1696,240,186,78,0,11,186,78,518,152,0,11,518,152,747,110,52,35,695,107,52,44,26,33,26,30,193,105,61,78,132,93
1400000US36047027000,36047027000,"Census Tract 270, Kings County, New York",2356,220,1094,125,140,76,0,11,140,76,338,74,16,23,322,79,422,76,19,17,403,74,132,60,37,28,95,56,62,33,29,22,33,20,1262,157,173,54,0,11,173,54,340,106,4,7,336,106,500,85,25,22,475,79,150,60,11,11,139,60,99,37,70,32,29,22
1400000US36047027100,36047027100,"Census Tract 271, Kings County, New York",2691,342,1401,234,316,121,0,11,316,121,443,116,0,11,443,116,526,142,39,44,487,136,94,46,2,4,92,46,22,26,22,26,0,11,1290,209,191,82,0,11,191,82,347,115,0,11,347,115,583,119,27,23,556,119,112,54,18,19,94,53,57,42,27,33,30,33
1400000US36047027200,36047027200,"Census Tract 272, Kings County, New York",3227,349,1536,278,246,97,0,11,246,97,368,200,0,11,368,200,685,131,11,17,674,131,117,59,0,11,117,59,120,55,31,28,89,46,1691,183,407,98,0,11,407,98,426,127,0,11,426,127,582,104,38,36,544,109,123,56,17,28,106,50,153,69,61,44,92,66
1400000US36047027300,36047027300,"Census Tract 273, Kings County, New York",3032,357,1430,265,257,166,0,11,257,166,308,129,0,11,308,129,685,134,84,63,601,124,123,63,37,41,86,47,57,51,0,11,57,51,1602,233,206,108,0,11,206,108,406,155,0,11,406,155,698,137,122,71,576,147,169,67,38,27,131,80,123,77,40,38,83,67
1400000US36047027400,36047027400,"Census Tract 274, Kings County, New York",2842,272,1379,167,268,94,0,11,268,94,359,128,2,4,357,129,545,94,0,11,545,94,135,62,8,13,127,61,72,49,9,14,63,47,1463,162,119,61,0,11,119,61,442,104,0,11,442,104,623,90,67,52,556,91,131,54,17,19,114,54,148,58,94,46,54,37
1400000US36047027500,36047027500,"Census Tract 275, Kings County, New York",4254,518,1875,371,307,150,0,11,307,150,534,165,0,11,534,165,840,195,37,50,803,186,155,93,15,25,140,89,39,34,7,17,32,34,2379,288,343,131,0,11,343,131,793,180,20,33,773,180,1044,180,35,40,1009,179,92,59,0,11,92,59,107,56,53,49,54,30
1400000US36047027600,36047027600,"Census Tract 276, Kings County, New York",3850,584,2028,375,379,117,0,11,379,117,655,198,0,11,655,198,821,194,70,54,751,210,89,63,13,18,76,62,84,50,26,26,58,45,1822,277,265,121,0,11,265,121,577,171,22,34,555,154,767,174,52,54,715,181,87,59,26,31,61,48,126,64,68,50,58,50
1400000US36047027700,36047027700,"Census Tract 277, Kings County, New York",4359,510,1972,315,534,172,0,11,534,172,491,146,0,11,491,146,785,181,85,60,700,183,133,72,35,41,98,60,29,34,10,16,19,31,2387,328,426,136,0,11,426,136,759,209,0,11,759,209,913,133,79,49,834,138,141,58,55,39,86,47,148,64,111,65,37,36
1400000US36047027800,36047027800,"Census Tract 278, Kings County, New York",3076,359,1299,204,194,80,0,11,194,80,390,146,0,11,390,146,571,117,11,18,560,115,43,36,10,16,33,32,101,72,23,22,78,69,1777,240,122,80,0,11,122,80,543,177,0,11,543,177,738,149,27,25,711,146,148,50,27,28,121,52,226,81,130,66,96,70
1400000US36047027900,36047027900,"Census Tract 279, Kings County, New York",3447,449,1809,334,210,113,31,36,179,109,735,212,1,3,734,212,718,156,52,43,666,145,77,43,17,21,60,42,69,47,24,26,45,46,1638,240,123,64,11,16,112,65,585,155,25,41,560,145,621,142,80,63,541,131,182,70,34,23,148,69,127,56,100,54,27,35
1400000US36047028000,36047028000,"Census Tract 280, Kings County, New York",1665,173,860,124,131,46,0,11,131,46,318,83,10,16,308,74,344,65,5,8,339,64,39,26,5,10,34,23,28,20,12,13,16,14,805,88,87,42,0,11,87,42,197,49,0,11,197,49,396,68,13,21,383,63,71,39,26,22,45,24,54,32,45,29,9,11
1400000US36047028100,36047028100,"Census Tract 281, Kings County, New York",4648,498,1990,276,656,183,0,16,656,183,674,177,0,16,674,177,572,136,57,45,515,139,46,45,27,32,19,29,42,39,15,23,27,33,2658,332,535,189,0,16,535,189,825,229,0,16,825,229,1065,141,136,69,929,142,137,85,0,16,137,85,96,51,45,34,51,40
1400000US36047028200,36047028200,"Census Tract 282, Kings County, New York",3328,348,1628,177,316,118,0,11,316,118,306,123,0,11,306,123,768,136,15,17,753,137,125,57,12,20,113,53,113,55,29,29,84,48,1700,249,221,115,0,11,221,115,374,114,0,11,374,114,807,117,24,23,783,113,140,64,9,14,131,62,158,73,41,43,117,62
