,Unnamed: 0,Geography,Estimate; Male: - 5 to 17 years: - With an ambulatory difficulty,Estimate; Female: - 5 to 17 years: - With an ambulatory difficulty,Margin of Error; Male: - 5 to 17 years: - With an ambulatory difficulty,Margin of Error; Female: - 5 to 17 years: - With an ambulatory difficulty,County,total,tract_no,County_code,adjusted_zeroes,boro_ct201
550,1307,"Census Tract 260, Kings County, New York",0,0,11,11, Kings County,0,260.0,3,026000,3026000
551,1308,"Census Tract 261, Kings County, New York",15,0,35,11, Kings County,15,261.0,3,026100,3026100
552,1309,"Census Tract 262, Kings County, New York",0,0,11,11, Kings County,0,262.0,3,026200,3026200
553,1310,"Census Tract 263, Kings County, New York",0,0,11,11, Kings County,0,263.0,3,026300,3026300
554,1311,"Census Tract 264, Kings County, New York",34,0,55,11, Kings County,34,264.0,3,026400,3026400
555,1312,"Census Tract 265, Kings County, New York",0,0,11,11, Kings County,0,265.0,3,026500,3026500
556,1313,"Census Tract 266, Kings County, New York",0,0,11,11, Kings County,0,266.0,3,026600,3026600
557,1314,"Census Tract 267, Kings County, New York",0,0,11,11, Kings County,0,267.0,3,026700,3026700
558,1315,"Census Tract 268, Kings County, New York",0,18,11,23, Kings County,18,268.0,3,026800,3026800
559,1316,"Census Tract 269, Kings County, New York",0,0,11,11, Kings County,0,269.0,3,026900,3026900
560,1317,"Census Tract 270, Kings County, New York",0,0,11,11, Kings County,0,270.0,3,027000,3027000
561,1318,"Census Tract 271, Kings County, New York",0,0,11,11, Kings County,0,271.0,3,027100,3027100
562,1319,"Census Tract 272, Kings County, New York",0,0,11,11, Kings County,0,272.0,3,027200,3027200
563,1320,"Census Tract 273, Kings County, New York",0,0,11,11, Kings County,0,273.0,3,027300,3027300
564,1321,"Census Tract 274, Kings County, New York",0,0,11,11, Kings County,0,274.0,3,027400,3027400
565,1322,"Census Tract 275, Kings County, New York",0,0,11,11, Kings County,0,275.0,3,027500,3027500
566,1323,"Census Tract 276, Kings County, New York",0,0,11,11, Kings County,0,276.0,3,027600,3027600
567,1324,"Census Tract 277, Kings County, New York",0,0,11,11, Kings County,0,277.0,3,027700,3027700
568,1325,"Census Tract 278, Kings County, New York",0,0,11,11, Kings County,0,278.0,3,027800,3027800
569,1326,"Census Tract 279, Kings County, New York",31,11,36,16, Kings County,42,279.0,3,027900,3027900
570,1327,"Census Tract 280, Kings County, New York",0,0,11,11, Kings County,0,280.0,3,028000,3028000
571,1328,"Census Tract 281, Kings County, New York",0,0,16,16, Kings County,0,281.0,3,028100,3028100
572,1329,"Census Tract 282, Kings County, New York",0,0,11,11, Kings County,0,282.0,3,028200,3028200
573,1330,"Census Tract 283, Kings County, New York",0,0,11,11, Kings County,0,283.0,3,028300,3028300
574,1331,"Census Tract 284, Kings County, New York",0,0,11,11, Kings County,0,284.0,3,028400,3028400
575,1332,"Census Tract 285.01, Kings County, New York",0,0,11,11, Kings County,0,285.01,3,028501,3028501
576,1333,"Census Tract 285.02, Kings County, New York",0,0,11,11, Kings County,0,285.02,3,028502,3028502
577,1334,"Census Tract 286, Kings County, New York",15,0,25,16, Kings County,15,286.0,3,028600,3028600
578,1335,"Census Tract 287, Kings County, New York",0,0,11,11, Kings County,0,287.0,3,028700,3028700
579,1336,"Census Tract 288, Kings County, New York",0,0,11,11, Kings County,0,288.0,3,028800,3028800
580,1337,"Census Tract 289, Kings County, New York",0,0,11,11, Kings County,0,289.0,3,028900,3028900
581,1338,"Census Tract 290, Kings County, New York",0,0,11,11, Kings County,0,290.0,3,029000,3029000
582,1339,"Census Tract 291, Kings County, New York",0,0,11,11, Kings County,0,291.0,3,029100,3029100
583,1340,"Census Tract 292, Kings County, New York",0,0,11,11, Kings County,0,292.0,3,029200,3029200
584,1341,"Census Tract 293, Kings County, New York",0,0,11,11, Kings County,0,293.0,3,029300,3029300
585,1342,"Census Tract 294, Kings County, New York",0,39,11,31, Kings County,39,294.0,3,029400,3029400
586,1343,"Census Tract 295, Kings County, New York",0,0,11,11, Kings County,0,295.0,3,029500,3029500
587,1344,"Census Tract 296, Kings County, New York",0,0,16,16, Kings County,0,296.0,3,029600,3029600
588,1345,"Census Tract 297, Kings County, New York",0,0,11,11, Kings County,0,297.0,3,029700,3029700
589,1346,"Census Tract 298, Kings County, New York",0,0,11,11, Kings County,0,298.0,3,029800,3029800
590,1347,"Census Tract 299, Kings County, New York",0,0,11,11, Kings County,0,299.0,3,029900,3029900
591,1348,"Census Tract 300, Kings County, New York",0,0,11,11, Kings County,0,300.0,3,030000,3030000
592,1349,"Census Tract 301, Kings County, New York",0,22,11,23, Kings County,22,301.0,3,030100,3030100
593,1350,"Census Tract 302, Kings County, New York",9,0,14,11, Kings County,9,302.0,3,030200,3030200
594,1351,"Census Tract 303, Kings County, New York",0,0,16,16, Kings County,0,303.0,3,030300,3030300
595,1352,"Census Tract 304, Kings County, New York",0,0,11,11, Kings County,0,304.0,3,030400,3030400
596,1353,"Census Tract 305, Kings County, New York",0,0,16,16, Kings County,0,305.0,3,030500,3030500
597,1354,"Census Tract 306, Kings County, New York",0,0,11,11, Kings County,0,306.0,3,030600,3030600
598,1355,"Census Tract 307, Kings County, New York",0,0,11,11, Kings County,0,307.0,3,030700,3030700
599,1356,"Census Tract 308, Kings County, New York",0,0,11,11, Kings County,0,308.0,3,030800,3030800
600,1357,"Census Tract 309, Kings County, New York",0,0,11,11, Kings County,0,309.0,3,030900,3030900
601,1358,"Census Tract 311, Kings County, New York",0,0,11,11, Kings County,0,311.0,3,031100,3031100
602,1359,"Census Tract 313, Kings County, New York",0,0,11,11, Kings County,0,313.0,3,031300,3031300
603,1360,"Census Tract 314, Kings County, New York",0,0,16,16, Kings County,0,314.0,3,031400,3031400
604,1361,"Census Tract 315, Kings County, New York",0,21,11,37, Kings County,21,315.0,3,031500,3031500
605,1362,"Census Tract 317.01, Kings County, New York",11,0,17,11, Kings County,11,317.01,3,031701,3031701
606,1363,"Census Tract 317.02, Kings County, New York",33,0,53,11, Kings County,33,317.02,3,031702,3031702
607,1364,"Census Tract 319, Kings County, New York",0,0,11,11, Kings County,0,319.0,3,031900,3031900
608,1365,"Census Tract 321, Kings County, New York",0,0,16,16, Kings County,0,321.0,3,032100,3032100
609,1366,"Census Tract 323, Kings County, New York",0,0,11,11, Kings County,0,323.0,3,032300,3032300
610,1367,"Census Tract 325, Kings County, New York",0,0,16,16, Kings County,0,325.0,3,032500,3032500
611,1368,"Census Tract 326, Kings County, New York",0,0,16,16, Kings County,0,326.0,3,032600,3032600
612,1369,"Census Tract 327, Kings County, New York",0,0,11,11, Kings County,0,327.0,3,032700,3032700
613,1370,"Census Tract 328, Kings County, New York",0,0,11,11, Kings County,0,328.0,3,032800,3032800
614,1371,"Census Tract 329, Kings County, New York",0,0,16,16, Kings County,0,329.0,3,032900,3032900
615,1372,"Census Tract 330, Kings County, New York",0,7,11,12, Kings County,7,330.0,3,033000,3033000
616,1373,"Census Tract 331, Kings County, New York",0,0,11,11, Kings County,0,331.0,3,033100,3033100
617,1374,"Census Tract 333, Kings County, New York",0,0,11,11, Kings County,0,333.0,3,033300,3033300
618,1375,"Census Tract 335, Kings County, New York",0,11,11,17, Kings County,11,335.0,3,033500,3033500
619,1376,"Census Tract 336, Kings County, New York",0,0,11,11, Kings County,0,336.0,3,033600,3033600
620,1377,"Census Tract 337, Kings County, New York",0,0,11,11, Kings County,0,337.0,3,033700,3033700
621,1378,"Census Tract 339, Kings County, New York",0,0,11,11, Kings County,0,339.0,3,033900,3033900
622,1379,"Census Tract 340, Kings County, New York",0,0,11,11, Kings County,0,340.0,3,034000,3034000
623,1380,"Census Tract 341, Kings County, New York",0,0,11,11, Kings County,0,341.0,3,034100,3034100
624,1381,"Census Tract 342, Kings County, New York",0,0,16,16, Kings County,0,342.0,3,034200,3034200
625,1382,"Census Tract 343, Kings County, New York",9,0,14,16, Kings County,9,343.0,3,034300,3034300
626,1383,"Census Tract 345, Kings County, New York",9,12,13,18, Kings County,21,345.0,3,034500,3034500
627,1384,"Census Tract 347, Kings County, New York",0,0,11,11, Kings County,0,347.0,3,034700,3034700
628,1385,"Census Tract 348, Kings County, New York",0,5,11,8, Kings County,5,348.0,3,034800,3034800
629,1386,"Census Tract 349, Kings County, New York",0,0,16,16, Kings County,0,349.0,3,034900,3034900
630,1387,"Census Tract 350, Kings County, New York",0,0,11,11, Kings County,0,350.0,3,035000,3035000
631,1388,"Census Tract 351, Kings County, New York",0,0,11,11, Kings County,0,351.0,3,035100,3035100
632,1389,"Census Tract 352, Kings County, New York",0,0,11,11, Kings County,0,352.0,3,035200,3035200
633,1390,"Census Tract 353, Kings County, New York",0,47,16,42, Kings County,47,353.0,3,035300,3035300
634,1391,"Census Tract 354, Kings County, New York",0,0,16,16, Kings County,0,354.0,3,035400,3035400
635,1392,"Census Tract 355, Kings County, New York",0,18,16,30, Kings County,18,355.0,3,035500,3035500
636,1393,"Census Tract 356.01, Kings County, New York",0,0,11,11, Kings County,0,356.01,3,035601,3035601
637,1394,"Census Tract 356.02, Kings County, New York",0,0,16,16, Kings County,0,356.02,3,035602,3035602
638,1395,"Census Tract 357, Kings County, New York",15,16,23,24, Kings County,31,357.0,3,035700,3035700
639,1396,"Census Tract 359, Kings County, New York",22,7,31,14, Kings County,29,359.0,3,035900,3035900
640,1397,"Census Tract 360.01, Kings County, New York",0,0,11,11, Kings County,0,360.01,3,036001,3036001
641,1398,"Census Tract 360.02, Kings County, New York",0,0,11,11, Kings County,0,360.02,3,036002,3036002
642,1399,"Census Tract 361, Kings County, New York",0,0,11,11, Kings County,0,361.0,3,036100,3036100
643,1400,"Census Tract 362, Kings County, New York",0,0,11,11, Kings County,0,362.0,3,036200,3036200
644,1401,"Census Tract 363, Kings County, New York",0,0,11,11, Kings County,0,363.0,3,036300,3036300
645,1402,"Census Tract 364, Kings County, New York",0,0,11,11, Kings County,0,364.0,3,036400,3036400
646,1403,"Census Tract 365.01, Kings County, New York",0,0,11,11, Kings County,0,365.01,3,036501,3036501
647,1404,"Census Tract 365.02, Kings County, New York",0,0,11,11, Kings County,0,365.02,3,036502,3036502
648,1405,"Census Tract 366, Kings County, New York",0,20,16,29, Kings County,20,366.0,3,036600,3036600
649,1406,"Census Tract 367, Kings County, New York",0,11,11,18, Kings County,11,367.0,3,036700,3036700
650,1407,"Census Tract 369, Kings County, New York",0,41,16,46, Kings County,41,369.0,3,036900,3036900
651,1408,"Census Tract 370, Kings County, New York",0,0,11,11, Kings County,0,370.0,3,037000,3037000
652,1409,"Census Tract 371, Kings County, New York",0,18,11,31, Kings County,18,371.0,3,037100,3037100
653,1410,"Census Tract 373, Kings County, New York",0,22,11,24, Kings County,22,373.0,3,037300,3037300
654,1411,"Census Tract 374.01, Kings County, New York",8,0,12,11, Kings County,8,374.01,3,037401,3037401
655,1412,"Census Tract 374.02, Kings County, New York",0,0,11,11, Kings County,0,374.02,3,037402,3037402
656,1413,"Census Tract 375, Kings County, New York",0,0,11,11, Kings County,0,375.0,3,037500,3037500
657,1414,"Census Tract 377, Kings County, New York",0,16,11,26, Kings County,16,377.0,3,037700,3037700
658,1415,"Census Tract 379, Kings County, New York",0,0,11,11, Kings County,0,379.0,3,037900,3037900
659,1416,"Census Tract 381, Kings County, New York",8,0,13,16, Kings County,8,381.0,3,038100,3038100
660,1417,"Census Tract 382, Kings County, New York",0,0,16,16, Kings County,0,382.0,3,038200,3038200
661,1418,"Census Tract 383, Kings County, New York",0,0,11,11, Kings County,0,383.0,3,038300,3038300
662,1419,"Census Tract 385, Kings County, New York",0,0,11,11, Kings County,0,385.0,3,038500,3038500
663,1420,"Census Tract 386, Kings County, New York",0,0,11,11, Kings County,0,386.0,3,038600,3038600
664,1421,"Census Tract 387, Kings County, New York",0,0,11,11, Kings County,0,387.0,3,038700,3038700
665,1422,"Census Tract 388, Kings County, New York",0,0,11,11, Kings County,0,388.0,3,038800,3038800
666,1423,"Census Tract 389, Kings County, New York",0,0,11,11, Kings County,0,389.0,3,038900,3038900
667,1424,"Census Tract 390, Kings County, New York",5,0,8,11, Kings County,5,390.0,3,039000,3039000
668,1425,"Census Tract 391, Kings County, New York",22,0,35,11, Kings County,22,391.0,3,039100,3039100
669,1426,"Census Tract 392, Kings County, New York",0,0,11,11, Kings County,0,392.0,3,039200,3039200
670,1427,"Census Tract 393, Kings County, New York",0,0,11,11, Kings County,0,393.0,3,039300,3039300
671,1428,"Census Tract 394, Kings County, New York",0,0,11,11, Kings County,0,394.0,3,039400,3039400
672,1429,"Census Tract 395, Kings County, New York",0,0,11,11, Kings County,0,395.0,3,039500,3039500
673,1430,"Census Tract 396, Kings County, New York",0,0,11,11, Kings County,0,396.0,3,039600,3039600
674,1431,"Census Tract 397, Kings County, New York",0,0,11,11, Kings County,0,397.0,3,039700,3039700
675,1432,"Census Tract 398, Kings County, New York",0,0,11,11, Kings County,0,398.0,3,039800,3039800
676,1433,"Census Tract 399, Kings County, New York",0,0,11,11, Kings County,0,399.0,3,039900,3039900
677,1434,"Census Tract 400, Kings County, New York",0,0,11,11, Kings County,0,400.0,3,040000,3040000
678,1435,"Census Tract 401, Kings County, New York",0,0,11,11, Kings County,0,401.0,3,040100,3040100
679,1436,"Census Tract 402, Kings County, New York",0,0,11,11, Kings County,0,402.0,3,040200,3040200
680,1437,"Census Tract 403, Kings County, New York",0,9,11,19, Kings County,9,403.0,3,040300,3040300
681,1438,"Census Tract 404, Kings County, New York",0,0,11,11, Kings County,0,404.0,3,040400,3040400
682,1439,"Census Tract 405, Kings County, New York",0,0,11,11, Kings County,0,405.0,3,040500,3040500
683,1440,"Census Tract 406, Kings County, New York",0,0,11,11, Kings County,0,406.0,3,040600,3040600
684,1441,"Census Tract 407, Kings County, New York",0,0,11,11, Kings County,0,407.0,3,040700,3040700
685,1442,"Census Tract 408, Kings County, New York",0,0,11,11, Kings County,0,408.0,3,040800,3040800
686,1443,"Census Tract 409, Kings County, New York",0,0,11,11, Kings County,0,409.0,3,040900,3040900
687,1444,"Census Tract 410, Kings County, New York",0,0,11,11, Kings County,0,410.0,3,041000,3041000
688,1445,"Census Tract 411, Kings County, New York",0,0,11,11, Kings County,0,411.0,3,041100,3041100
689,1446,"Census Tract 412, Kings County, New York",0,0,11,11, Kings County,0,412.0,3,041200,3041200
690,1447,"Census Tract 413, Kings County, New York",0,0,11,11, Kings County,0,413.0,3,041300,3041300
691,1448,"Census Tract 414.01, Kings County, New York",0,0,11,11, Kings County,0,414.01,3,041401,3041401
692,1449,"Census Tract 414.02, Kings County, New York",0,0,11,11, Kings County,0,414.02,3,041402,3041402
693,1450,"Census Tract 415, Kings County, New York",0,0,11,11, Kings County,0,415.0,3,041500,3041500
694,1451,"Census Tract 416, Kings County, New York",0,0,11,11, Kings County,0,416.0,3,041600,3041600
695,1452,"Census Tract 417, Kings County, New York",0,0,11,11, Kings County,0,417.0,3,041700,3041700
696,1453,"Census Tract 418, Kings County, New York",0,0,11,11, Kings County,0,418.0,3,041800,3041800
697,1454,"Census Tract 419, Kings County, New York",0,0,11,11, Kings County,0,419.0,3,041900,3041900
698,1455,"Census Tract 420, Kings County, New York",0,0,11,11, Kings County,0,420.0,3,042000,3042000
699,1456,"Census Tract 421, Kings County, New York",0,0,11,11, Kings County,0,421.0,3,042100,3042100
700,1457,"Census Tract 422, Kings County, New York",0,0,11,11, Kings County,0,422.0,3,042200,3042200
701,1458,"Census Tract 423, Kings County, New York",21,0,33,11, Kings County,21,423.0,3,042300,3042300
702,1459,"Census Tract 424, Kings County, New York",20,0,24,11, Kings County,20,424.0,3,042400,3042400
703,1460,"Census Tract 425, Kings County, New York",0,0,11,11, Kings County,0,425.0,3,042500,3042500
704,1461,"Census Tract 426, Kings County, New York",0,0,11,11, Kings County,0,426.0,3,042600,3042600
705,1462,"Census Tract 427, Kings County, New York",0,0,16,16, Kings County,0,427.0,3,042700,3042700
706,1463,"Census Tract 428, Kings County, New York",0,0,11,11, Kings County,0,428.0,3,042800,3042800
707,1464,"Census Tract 429, Kings County, New York",23,20,34,31, Kings County,43,429.0,3,042900,3042900
708,1465,"Census Tract 430, Kings County, New York",0,0,11,11, Kings County,0,430.0,3,043000,3043000
709,1466,"Census Tract 431, Kings County, New York",0,0,16,16, Kings County,0,431.0,3,043100,3043100
710,1467,"Census Tract 432, Kings County, New York",0,0,11,11, Kings County,0,432.0,3,043200,3043200
711,1468,"Census Tract 433, Kings County, New York",0,0,11,11, Kings County,0,433.0,3,043300,3043300
712,1469,"Census Tract 434, Kings County, New York",0,0,11,11, Kings County,0,434.0,3,043400,3043400
713,1470,"Census Tract 435, Kings County, New York",0,0,16,16, Kings County,0,435.0,3,043500,3043500
714,1471,"Census Tract 436, Kings County, New York",0,0,11,11, Kings County,0,436.0,3,043600,3043600
715,1472,"Census Tract 437, Kings County, New York",0,35,16,36, Kings County,35,437.0,3,043700,3043700
716,1473,"Census Tract 438, Kings County, New York",0,0,11,11, Kings County,0,438.0,3,043800,3043800
717,1474,"Census Tract 439, Kings County, New York",0,0,11,11, Kings County,0,439.0,3,043900,3043900
718,1475,"Census Tract 440, Kings County, New York",0,0,11,11, Kings County,0,440.0,3,044000,3044000
719,1476,"Census Tract 441, Kings County, New York",0,0,16,16, Kings County,0,441.0,3,044100,3044100
720,1477,"Census Tract 442, Kings County, New York",0,0,11,11, Kings County,0,442.0,3,044200,3044200
721,1478,"Census Tract 443, Kings County, New York",42,0,58,11, Kings County,42,443.0,3,044300,3044300
722,1479,"Census Tract 444, Kings County, New York",0,0,11,11, Kings County,0,444.0,3,044400,3044400
723,1480,"Census Tract 445, Kings County, New York",9,0,16,16, Kings County,9,445.0,3,044500,3044500
724,1481,"Census Tract 446, Kings County, New York",0,0,11,11, Kings County,0,446.0,3,044600,3044600
725,1482,"Census Tract 447, Kings County, New York",0,0,11,11, Kings County,0,447.0,3,044700,3044700
726,1483,"Census Tract 448, Kings County, New York",0,0,11,11, Kings County,0,448.0,3,044800,3044800
727,1484,"Census Tract 449, Kings County, New York",0,0,11,11, Kings County,0,449.0,3,044900,3044900
728,1485,"Census Tract 450, Kings County, New York",4,0,6,11, Kings County,4,450.0,3,045000,3045000
729,1486,"Census Tract 452, Kings County, New York",0,7,11,10, Kings County,7,452.0,3,045200,3045200
730,1487,"Census Tract 453, Kings County, New York",9,0,18,11, Kings County,9,453.0,3,045300,3045300
731,1488,"Census Tract 454, Kings County, New York",0,0,11,11, Kings County,0,454.0,3,045400,3045400
732,1489,"Census Tract 456, Kings County, New York",0,0,11,11, Kings County,0,456.0,3,045600,3045600
733,1490,"Census Tract 458, Kings County, New York",0,0,11,11, Kings County,0,458.0,3,045800,3045800
734,1491,"Census Tract 460, Kings County, New York",0,0,11,11, Kings County,0,460.0,3,046000,3046000
735,1492,"Census Tract 462.01, Kings County, New York",0,0,11,11, Kings County,0,462.01,3,046201,3046201
736,1493,"Census Tract 462.02, Kings County, New York",0,0,11,11, Kings County,0,462.02,3,046202,3046202
737,1494,"Census Tract 464, Kings County, New York",0,0,11,11, Kings County,0,464.0,3,046400,3046400
738,1495,"Census Tract 468, Kings County, New York",0,0,11,11, Kings County,0,468.0,3,046800,3046800
739,1496,"Census Tract 470, Kings County, New York",0,0,11,11, Kings County,0,470.0,3,047000,3047000
740,1497,"Census Tract 472, Kings County, New York",0,0,11,11, Kings County,0,472.0,3,047200,3047200
741,1498,"Census Tract 474, Kings County, New York",0,0,11,11, Kings County,0,474.0,3,047400,3047400
742,1499,"Census Tract 476, Kings County, New York",0,0,11,11, Kings County,0,476.0,3,047600,3047600
743,1500,"Census Tract 477, Kings County, New York",0,8,11,12, Kings County,8,477.0,3,047700,3047700
744,1501,"Census Tract 478, Kings County, New York",0,7,11,13, Kings County,7,478.0,3,047800,3047800
745,1502,"Census Tract 480, Kings County, New York",0,0,11,11, Kings County,0,480.0,3,048000,3048000
746,1503,"Census Tract 481, Kings County, New York",0,0,11,11, Kings County,0,481.0,3,048100,3048100
747,1504,"Census Tract 482, Kings County, New York",0,0,16,16, Kings County,0,482.0,3,048200,3048200
748,1505,"Census Tract 484, Kings County, New York",0,0,16,16, Kings County,0,484.0,3,048400,3048400
749,1506,"Census Tract 485, Kings County, New York",0,0,11,11, Kings County,0,485.0,3,048500,3048500
750,1507,"Census Tract 486, Kings County, New York",0,0,11,11, Kings County,0,486.0,3,048600,3048600
751,1508,"Census Tract 488, Kings County, New York",0,0,11,11, Kings County,0,488.0,3,048800,3048800
752,1509,"Census Tract 489, Kings County, New York",0,0,11,11, Kings County,0,489.0,3,048900,3048900
753,1510,"Census Tract 490, Kings County, New York",0,0,16,16, Kings County,0,490.0,3,049000,3049000
754,1511,"Census Tract 491, Kings County, New York",0,0,16,16, Kings County,0,491.0,3,049100,3049100
755,1512,"Census Tract 492, Kings County, New York",0,0,11,11, Kings County,0,492.0,3,049200,3049200
756,1513,"Census Tract 493, Kings County, New York",0,0,16,16, Kings County,0,493.0,3,049300,3049300
757,1514,"Census Tract 494, Kings County, New York",0,0,16,16, Kings County,0,494.0,3,049400,3049400
758,1515,"Census Tract 495, Kings County, New York",0,0,11,11, Kings County,0,495.0,3,049500,3049500
759,1516,"Census Tract 496, Kings County, New York",0,0,11,11, Kings County,0,496.0,3,049600,3049600
760,1517,"Census Tract 497, Kings County, New York",0,0,11,11, Kings County,0,497.0,3,049700,3049700
761,1518,"Census Tract 498, Kings County, New York",0,0,11,11, Kings County,0,498.0,3,049800,3049800
762,1519,"Census Tract 499, Kings County, New York",0,0,11,11, Kings County,0,499.0,3,049900,3049900
763,1520,"Census Tract 500, Kings County, New York",0,0,11,11, Kings County,0,500.0,3,050000,3050000
764,1521,"Census Tract 501, Kings County, New York",0,49,11,55, Kings County,49,501.0,3,050100,3050100
765,1522,"Census Tract 502.02, Kings County, New York",0,0,11,11, Kings County,0,502.02,3,050202,3050202
766,1523,"Census Tract 503, Kings County, New York",0,0,11,11, Kings County,0,503.0,3,050300,3050300
767,1524,"Census Tract 504, Kings County, New York",0,0,11,11, Kings County,0,504.0,3,050400,3050400
768,1525,"Census Tract 505, Kings County, New York",0,0,11,11, Kings County,0,505.0,3,050500,3050500
769,1526,"Census Tract 506, Kings County, New York",0,0,16,16, Kings County,0,506.0,3,050600,3050600
770,1527,"Census Tract 507, Kings County, New York",0,2,11,5, Kings County,2,507.0,3,050700,3050700
771,1528,"Census Tract 508.01, Kings County, New York",0,20,11,31, Kings County,20,508.01,3,050801,3050801
772,1529,"Census Tract 508.03, Kings County, New York",4,0,8,11, Kings County,4,508.03,3,050803,3050803
773,1530,"Census Tract 508.04, Kings County, New York",0,0,16,16, Kings County,0,508.04,3,050804,3050804
774,1531,"Census Tract 509, Kings County, New York",22,12,26,13, Kings County,34,509.0,3,050900,3050900
775,1532,"Census Tract 510.01, Kings County, New York",0,0,11,11, Kings County,0,510.01,3,051001,3051001
776,1533,"Census Tract 510.02, Kings County, New York",25,0,39,11, Kings County,25,510.02,3,051002,3051002
777,1534,"Census Tract 511, Kings County, New York",0,0,11,11, Kings County,0,511.0,3,051100,3051100
778,1535,"Census Tract 512, Kings County, New York",0,0,16,16, Kings County,0,512.0,3,051200,3051200
779,1536,"Census Tract 513, Kings County, New York",0,0,16,16, Kings County,0,513.0,3,051300,3051300
780,1537,"Census Tract 514, Kings County, New York",0,0,16,16, Kings County,0,514.0,3,051400,3051400
781,1538,"Census Tract 515, Kings County, New York",0,0,11,11, Kings County,0,515.0,3,051500,3051500
782,1539,"Census Tract 516.01, Kings County, New York",0,0,16,16, Kings County,0,516.01,3,051601,3051601
783,1540,"Census Tract 516.02, Kings County, New York",11,17,16,27, Kings County,28,516.02,3,051602,3051602
784,1541,"Census Tract 517, Kings County, New York",0,0,11,11, Kings County,0,517.0,3,051700,3051700
785,1542,"Census Tract 518, Kings County, New York",0,0,11,11, Kings County,0,518.0,3,051800,3051800
786,1543,"Census Tract 519, Kings County, New York",0,0,16,16, Kings County,0,519.0,3,051900,3051900
787,1544,"Census Tract 520, Kings County, New York",12,0,19,11, Kings County,12,520.0,3,052000,3052000
788,1545,"Census Tract 523, Kings County, New York",0,0,16,16, Kings County,0,523.0,3,052300,3052300
789,1546,"Census Tract 525, Kings County, New York",0,19,11,27, Kings County,19,525.0,3,052500,3052500
790,1547,"Census Tract 526, Kings County, New York",0,29,11,31, Kings County,29,526.0,3,052600,3052600
791,1548,"Census Tract 527, Kings County, New York",0,0,16,16, Kings County,0,527.0,3,052700,3052700
792,1549,"Census Tract 528, Kings County, New York",0,0,11,11, Kings County,0,528.0,3,052800,3052800
793,1550,"Census Tract 529, Kings County, New York",0,0,11,11, Kings County,0,529.0,3,052900,3052900
794,1551,"Census Tract 530, Kings County, New York",0,0,11,11, Kings County,0,530.0,3,053000,3053000
795,1552,"Census Tract 531, Kings County, New York",0,0,16,16, Kings County,0,531.0,3,053100,3053100
796,1553,"Census Tract 532, Kings County, New York",0,0,11,11, Kings County,0,532.0,3,053200,3053200
797,1554,"Census Tract 533, Kings County, New York",0,0,16,16, Kings County,0,533.0,3,053300,3053300
798,1555,"Census Tract 534, Kings County, New York",0,0,11,11, Kings County,0,534.0,3,053400,3053400
799,1556,"Census Tract 535, Kings County, New York",0,0,11,11, Kings County,0,535.0,3,053500,3053500
800,1557,"Census Tract 537, Kings County, New York",0,0,11,11, Kings County,0,537.0,3,053700,3053700
801,1558,"Census Tract 538, Kings County, New York",0,0,11,11, Kings County,0,538.0,3,053800,3053800
802,1559,"Census Tract 539, Kings County, New York",0,0,11,11, Kings County,0,539.0,3,053900,3053900
803,1560,"Census Tract 542, Kings County, New York",0,0,11,11, Kings County,0,542.0,3,054200,3054200
804,1561,"Census Tract 543, Kings County, New York",0,0,11,11, Kings County,0,543.0,3,054300,3054300
805,1562,"Census Tract 544, Kings County, New York",0,0,11,11, Kings County,0,544.0,3,054400,3054400
806,1563,"Census Tract 545, Kings County, New York",0,0,16,16, Kings County,0,545.0,3,054500,3054500
807,1564,"Census Tract 546, Kings County, New York",12,0,21,11, Kings County,12,546.0,3,054600,3054600
808,1565,"Census Tract 547, Kings County, New York",11,0,17,11, Kings County,11,547.0,3,054700,3054700
809,1566,"Census Tract 548, Kings County, New York",0,5,11,9, Kings County,5,548.0,3,054800,3054800
810,1567,"Census Tract 549, Kings County, New York",0,0,11,11, Kings County,0,549.0,3,054900,3054900
811,1568,"Census Tract 550, Kings County, New York",0,0,11,11, Kings County,0,550.0,3,055000,3055000
812,1569,"Census Tract 551, Kings County, New York",0,0,16,16, Kings County,0,551.0,3,055100,3055100
813,1570,"Census Tract 552, Kings County, New York",0,3,11,8, Kings County,3,552.0,3,055200,3055200
814,1571,"Census Tract 553, Kings County, New York",0,0,11,11, Kings County,0,553.0,3,055300,3055300
815,1572,"Census Tract 554, Kings County, New York",0,0,11,11, Kings County,0,554.0,3,055400,3055400
816,1573,"Census Tract 555, Kings County, New York",0,0,16,16, Kings County,0,555.0,3,055500,3055500
817,1574,"Census Tract 556, Kings County, New York",0,0,11,11, Kings County,0,556.0,3,055600,3055600
818,1575,"Census Tract 557, Kings County, New York",0,0,11,11, Kings County,0,557.0,3,055700,3055700
819,1576,"Census Tract 558, Kings County, New York",0,0,11,11, Kings County,0,558.0,3,055800,3055800
820,1577,"Census Tract 560, Kings County, New York",0,0,11,11, Kings County,0,560.0,3,056000,3056000
821,1578,"Census Tract 561, Kings County, New York",0,0,11,11, Kings County,0,561.0,3,056100,3056100
822,1579,"Census Tract 562, Kings County, New York",7,0,10,11, Kings County,7,562.0,3,056200,3056200
823,1580,"Census Tract 563, Kings County, New York",0,0,16,16, Kings County,0,563.0,3,056300,3056300
824,1581,"Census Tract 564, Kings County, New York",0,0,11,11, Kings County,0,564.0,3,056400,3056400
